date,open,high,low,close,volume,amount,turn,pctChg
2021-09-23,38.6244705000,38.6244705000,32.5405080000,32.5752735000,8882754,438701838.0700,54.899600,70.054400
2021-09-24,29.5506750000,29.8148928000,27.3117768000,27.3395892000,6797060,278332570.3800,42.009000,-16.072600
2021-09-27,26.4217800000,26.9988873000,24.4610058000,24.5096775000,4775302,175074898.5100,29.513600,-10.351000
2021-09-28,24.7391298000,25.2397530000,23.9464764000,24.1967880000,3103031,109322007.1200,19.178200,-1.276600
2021-09-29,24.0924915000,24.1133508000,22.5280440000,22.5280440000,3134313,105000524.2500,19.371500,-6.896600
2021-09-30,22.8061680000,23.0147610000,22.3750758000,22.4932785000,1834182,59815687.6800,11.336100,-0.154300
2021-10-08,22.5002316000,22.9730424000,22.5002316000,22.7296839000,1792300,58626108.3700,11.077300,1.051000
2021-10-11,22.8409335000,22.9452300000,22.3889820000,22.9035114000,1789487,58052602.2900,11.059900,0.764800
2021-10-12,22.7714025000,22.8617928000,22.4237475000,22.6323405000,1448499,47068331.7200,8.952400,-1.184000
2021-10-13,22.6810122000,23.7656958000,22.4585130000,23.4806187000,2697412,90586133.2300,16.671300,3.748100
2021-10-14,23.2928850000,24.4679589000,23.0217141000,23.9742888000,2704743,92391054.4800,16.716600,2.102500
2021-10-15,23.7239772000,25.0172538000,23.2581195000,24.5096775000,3246984,112239028.4600,20.067900,2.233200
2021-10-18,24.3358500000,24.5027244000,23.8699923000,24.0299136000,1891319,65630245.7800,11.689200,-1.957400
2021-10-19,24.0299136000,24.0299136000,23.2789788000,23.3415567000,1916413,64699118.8900,11.844300,-2.864600
2021-10-20,23.3276505000,23.7726489000,22.7018715000,22.7435901000,1809300,60429523.0500,11.182300,-2.561800
2021-10-21,22.9452300000,23.1746823000,22.5975750000,23.0147610000,1327513,43738936.2200,8.204700,1.192300
2021-10-22,23.0078079000,23.3554629000,22.7088246000,23.0564796000,1422477,47075303.0000,8.791600,0.181300
2021-10-25,22.8756990000,23.0495265000,22.6045281000,22.6184343000,1295453,42533577.9700,8.006500,-1.899900
2021-10-26,22.6184343000,22.6184343000,21.7632030000,21.9439836000,1900613,60226810.3000,11.746700,-2.981900
2021-10-27,21.8953119000,23.2928850000,20.7758628000,23.0356203000,3285016,103068580.4400,20.302900,4.974700
2021-10-28,22.2499200000,22.8965583000,21.4085949000,21.4155480000,1981000,63451365.1600,12.243500,-7.032900
2021-10-29,21.4850790000,21.7562499000,20.9705496000,21.3042984000,1342436,41356013.3600,8.296900,-0.519500
2021-11-01,21.2903922000,21.6867189000,21.1374240000,21.5546100000,998200,30810072.0000,6.169300,1.174900
2021-11-02,21.5754693000,22.4167944000,21.4294542000,21.8049216000,1931046,60862611.0800,11.934800,1.161300
2021-11-03,21.7910154000,21.8327340000,21.4016418000,21.8257809000,1159944,36015058.2800,7.169000,0.095700
2021-11-04,21.8257809000,23.6474931000,21.7979685000,23.5362435000,3679523,121378991.0700,22.741200,7.836900
2021-11-05,23.6405400000,24.6139740000,23.1885885000,23.8491330000,3918712,135115275.0800,24.219500,1.329400
2021-11-08,23.7796020000,24.5235837000,23.6892117000,24.0924915000,2604400,90378516.0000,16.096400,1.020400
2021-11-09,24.1272570000,25.9211568000,24.1272570000,25.5248301000,4350957,157263615.1400,26.891000,5.945200
2021-11-10,25.3788150000,25.3788150000,24.3358500000,25.0242069000,2573342,92081170.8400,15.904500,-1.961300
2021-11-11,25.0311600000,25.3440495000,24.5653023000,24.8295201000,2046300,73280854.0000,12.647100,-0.778000
2021-11-12,24.8920980000,26.1297498000,24.4331934000,25.8099072000,2930730,107050439.0000,18.113300,3.948500
2021-11-15,26.0741250000,26.6790447000,25.6986576000,26.4913110000,2849594,107270366.6300,17.611800,2.640100
2021-11-16,26.5330296000,26.6164668000,24.5861616000,24.5931147000,2653523,96562082.5500,16.400000,-7.165400
2021-11-17,24.5931147000,27.5273229000,24.4610058000,27.1657617000,4212828,159921809.6400,26.037300,10.460800
2021-11-18,27.7984938000,27.8124000000,25.9837347000,26.3522490000,3090022,117701766.5800,19.097800,-2.994600
2021-11-19,26.6651385000,26.6651385000,25.6291266000,26.2827180000,2259697,84734508.7200,13.966000,-0.263900
2021-11-22,26.2062339000,26.4148269000,25.3857681000,26.1506091000,1995329,74348841.1100,12.332100,-0.502600
