date,open,high,low,close,volume,amount,turn,pctChg
2010-01-04,13.3125559900,13.3581599500,12.9971286000,13.0237309100,18665512,647678406.0000,1.036973,-1.579600
2010-01-05,13.1681434500,13.4683695200,13.0237309100,13.3505592900,33265423,1164780921.0000,1.848079,2.509500
2010-01-06,13.3885625900,13.7267919600,13.3505592900,13.3695609400,32240604,1151715092.0000,1.791145,0.142300
2010-01-07,13.4683695200,13.6393843700,13.0047292600,13.0579338800,26924689,941171751.0000,1.495816,-2.330900
2010-01-08,13.0351319000,13.0541335500,12.7311055000,12.8907193600,23657269,801005597.0000,1.314293,-1.280600
2010-01-11,13.4721698500,13.5937804100,13.0085295900,13.0389322300,30730736,1066486382.0000,1.707263,1.149800
2010-01-12,13.0541335500,13.1795444400,12.7691088000,13.1681434500,26978446,920966391.0000,1.498803,0.991000
2010-01-13,12.8831187000,12.9021203500,12.3966764600,12.4650824000,51220333,1703495801.0000,2.845574,-5.339100
2010-01-14,12.6170956000,12.6436979100,12.3320708500,12.5372886700,27836786,913148436.0000,1.546488,0.579300
2010-01-15,12.4004767900,12.5410890000,12.3510725000,12.4384800900,25229883,825023448.0000,1.401660,-0.788100
2010-01-18,12.3548728300,12.5182870200,12.3434718400,12.4726830600,17412382,569688781.0000,0.967355,0.275000
2010-01-19,12.5220873500,12.7159041800,12.4650824000,12.5296880100,23675617,783500440.0000,1.315312,0.457000
2010-01-20,12.5790923000,12.6132952700,11.9710395000,12.0166434600,37452627,1202101580.0000,2.080701,-4.094600
2010-01-21,12.0546467600,12.1230527000,11.5530032000,11.7468200300,42682675,1320460305.0000,2.371260,-2.245400
2010-01-22,11.5302012200,11.5872061700,11.2147738300,11.4465939600,43302254,1300307309.0000,2.405681,-2.555800
2010-01-25,11.3515857100,11.6138084800,11.3249834000,11.4389933000,16599994,503500341.0000,0.922222,-0.066400
2010-01-26,11.4693959400,11.5340015500,11.1235659100,11.1729702000,18290839,542220913.0000,1.016158,-2.325600
2010-01-27,11.1691698700,11.4389933000,11.0475593100,11.2109735000,18857344,558120230.0000,1.047630,0.340100
2010-01-28,11.2337754800,11.3591863700,11.1045642600,11.2451764700,14109538,418199193.0000,0.783863,0.305100
2010-01-29,11.2033728400,11.3553860400,11.1349669000,11.1919718500,15983756,472770807.0000,0.887986,-0.473100
2010-02-01,11.0627606300,11.1653695400,10.7473332400,10.8385411600,20397084,583270009.0000,1.133171,-3.157900
2010-02-02,10.9829537000,11.0779619500,10.7929372000,10.8347408300,19130054,550983258.0000,1.062781,-0.035100
2010-02-03,10.9525510600,11.4123909900,10.6827276300,11.3287837300,32544195,949196447.0000,1.808011,4.559800
2010-02-04,11.1767705300,11.2299751500,11.0323579900,11.1045642600,17613209,516446769.0000,0.978512,-1.979200
2010-02-05,10.8309405000,10.8309405000,10.6789273000,10.7549339000,23503148,663352003.0000,1.305730,-3.148500
2010-02-08,10.7701352200,10.8613431400,10.6409240000,10.7245312600,11427148,322943362.0000,0.634842,-0.282700
2010-02-09,10.7093299400,10.8499421500,10.6789273000,10.8423414900,10695757,303856019.0000,0.594209,1.098500
2010-02-10,10.9753530400,11.0741616200,10.9335494100,11.0209570000,11859940,343281523.0000,0.658886,1.647400
2010-02-11,11.0399586500,11.1121649200,10.9867540300,11.0893629400,13042615,379608167.0000,0.724590,0.620700
2010-02-12,11.1273662400,11.2109735000,11.1045642600,11.1843711900,12698698,373187780.0000,0.705483,0.856800
2010-02-22,11.2071731700,11.3059817500,11.0285576600,11.0399586500,13942594,409718704.0000,0.774589,-1.291200
2010-02-23,11.0551599700,11.0551599700,10.6637259800,10.8043381900,19951916,565370145.0000,1.108440,-2.134300
2010-02-24,10.6903282900,10.9145477600,10.6447243300,10.9069471000,25369886,717266974.0000,1.409438,0.949700
2010-02-25,10.9715527100,11.0589603000,10.9107474300,11.0399586500,28152649,813466673.0000,1.564036,1.219500
2010-02-26,10.9829537000,11.0209570000,10.9259487500,10.9601517200,16965305,489448835.0000,0.942517,-0.722900
2010-03-01,10.9905543600,11.1425675600,10.9449504000,11.0893629400,21198157,616988450.0000,1.177675,1.178900
2010-03-02,11.0361583200,11.0361583200,10.8461418200,10.9107474300,25093189,722386355.0000,1.394066,-1.610700
2010-03-03,10.8879454500,11.0019553500,10.7929372000,10.9715527100,17409412,498817877.0000,0.967190,0.557300
2010-03-04,10.9639520500,11.0551599700,10.7929372000,10.8043381900,19539811,561907982.0000,1.085545,-1.524100
2010-03-05,10.8385411600,10.8879454500,10.7473332400,10.8347408300,13182355,375548361.0000,0.732353,0.281400
2010-03-08,10.9107474300,11.0361583200,10.8727441300,10.9791533700,16091723,464932927.0000,0.893985,1.332900
2010-03-09,10.9829537000,11.2299751500,10.8385411600,11.0893629400,24552227,715367799.0000,1.364013,1.003800
2010-03-10,11.0969636000,11.1121649200,10.8955461100,10.9639520500,14946403,432818582.0000,0.830356,-1.130900
2010-03-11,11.0209570000,11.0703612900,10.8727441300,10.9601517200,13468981,388886045.0000,0.748277,-0.034700
2010-03-12,10.9867540300,11.0855626100,10.9107474300,10.9335494100,13959792,403853291.0000,0.775544,-0.242700
2010-03-15,10.8689438000,10.8689438000,10.6523249900,10.6941286200,19494047,549667491.0000,1.083003,-2.189800
2010-03-16,10.6713266400,10.7245312600,10.4699091500,10.5649174000,23401986,651433935.0000,1.300110,-1.208200
2010-03-17,10.6219223500,10.7359322500,10.5421154200,10.7283315900,20930739,586048021.0000,1.162819,1.546800
2010-03-18,10.7397325800,10.8461418200,10.6979289500,10.7625345600,17331673,491335762.0000,0.962871,0.318800
2010-03-19,10.7663348900,10.8727441300,10.6599256500,10.8423414900,18483887,524482275.0000,1.026883,0.741500
2010-03-22,10.8689438000,10.9449504000,10.8233398400,10.8651434700,20672179,591569447.0000,1.148454,0.210300
2010-03-23,10.8993464400,10.9373497400,10.7967375300,10.8119388500,15860113,453532070.0000,0.881117,-0.489700
2010-03-24,10.8423414900,10.9449504000,10.7397325800,10.7511335700,14155055,403313229.0000,0.786392,-0.562400
2010-03-25,10.7093299400,10.7093299400,10.5269141000,10.6029207000,15213857,424288021.0000,0.845214,-1.378600
2010-03-26,10.6029207000,10.7625345600,10.5269141000,10.7017292800,19263550,540489895.0000,1.070197,0.931900
2010-03-29,10.8005378600,11.1235659100,10.7587342300,11.0399586500,45688487,1323757785.0000,2.538249,3.160500
2010-03-30,11.0627606300,11.1767705300,10.9867540300,11.1463678900,29870501,873786890.0000,1.659472,0.963900
2010-03-31,11.1463678900,11.1463678900,10.9487507300,10.9829537000,18627286,540284498.0000,1.034849,-1.466100
2010-04-01,11.0247573300,11.1843711900,11.0247573300,11.1083645900,19466614,569237992.0000,1.081479,1.141900
2010-04-02,11.1919718500,11.2717787800,11.1539685500,11.2261748200,24703940,729048727.0000,1.372441,1.060600
2010-04-06,11.3553860400,11.4921979200,11.2299751500,11.3477853800,34507979,1034766570.0000,1.917110,1.083300
2010-04-07,11.3439850500,11.3439850500,11.1843711900,11.2223744900,17742156,524680419.0000,0.985675,-1.105200
