date,open,high,low,close,volume,amount,turn,pctChg
2010-02-26,1.6129820000,1.6159416000,1.4613025000,1.4790601000,10583363,427307743.1700,66.146019,18.074420
2010-03-01,1.5019970000,1.5685880000,1.5005172000,1.5545299000,6586306,273141236.1200,41.164413,5.102600
2010-03-02,1.5352925000,1.6492371000,1.5249339000,1.6492371000,6622363,282997284.1800,41.389769,6.092300
2010-03-03,1.7387650000,1.8090555000,1.7150882000,1.7313660000,5675404,268954470.0500,35.471275,4.979800
2010-03-04,1.7346955500,1.7580024000,1.6536765000,1.6825326000,4560480,210413248.7800,28.503000,-2.820500
2010-03-05,1.6277800000,1.6647750000,1.5804264000,1.6455376000,4208502,184438426.1300,26.303138,-2.198800
2010-03-08,1.6285199000,1.6688444500,1.6163115500,1.6573760000,2320006,103378192.0100,14.500037,0.719400
2010-03-09,1.6459075500,1.6570060500,1.6140918500,1.6466474500,1548533,68443992.8400,9.678331,-0.647300
2010-03-10,1.6466474500,1.7350655000,1.6318494500,1.6969606500,2631032,120602982.0900,16.443950,3.055500
2010-03-11,1.6729139000,1.8423510000,1.6729139000,1.7986969000,3834726,183150208.4400,23.967037,5.995200
2010-03-12,1.8090555000,1.9026528500,1.7195276000,1.7269266000,3736761,182806848.6200,23.354756,-3.990100
2010-03-15,1.7261867000,1.7535630000,1.6581159000,1.7535630000,1976204,90959120.7700,12.351275,1.542400
2010-03-16,1.7387650000,1.8053560000,1.7202675000,1.7343256000,1516553,71936052.6200,9.478456,-1.097000
2010-03-17,1.7221172500,1.7831590000,1.7195276000,1.7739102500,1591938,75260779.4600,9.949613,2.282400
2010-03-18,1.7850087500,1.7850087500,1.7224872000,1.7346955500,1280483,60872080.8200,8.003019,-2.210600
2010-03-19,1.7250768500,1.7498635000,1.7017700000,1.7147182500,1241622,57615195.3300,7.760137,-1.151600
2010-03-22,1.7132384500,1.7346955500,1.6692144000,1.7332157500,1395644,64151574.1300,8.722775,1.078700
2010-03-23,1.7202675000,1.7239670000,1.6951109000,1.7165680000,1114540,51496611.2600,6.965875,-0.960500
2010-03-24,1.7202675000,1.8123850500,1.7039897000,1.7872284500,2267085,108567065.3900,14.169281,4.116400
2010-03-25,1.7724304500,1.9033927500,1.7657713500,1.8423510000,3056857,151557779.4500,19.105356,3.084200
2010-03-26,1.8016565000,1.8201540000,1.7232271000,1.7905580000,2240833,107464358.1000,14.005206,-2.811200
2010-03-29,1.7942575000,1.8793460000,1.7764999000,1.8697273000,2406083,119471818.3000,15.038019,4.421500
2010-03-30,1.8712071000,1.9414976000,1.8552992500,1.8996932500,1243124,63904163.0200,7.769525,1.602700
2010-03-31,1.9015430000,1.9651744000,1.8878548500,1.9237400000,1260267,65659952.4400,7.876669,1.265800
2010-04-01,1.9052425000,1.9718335000,1.8423510000,1.8497500000,2216834,114331674.8000,13.855213,-3.846200
2010-04-02,1.8342121000,1.8774962500,1.8127550000,1.8220037500,1575008,78242342.4600,9.843800,-1.500000
2010-04-06,1.8249633500,1.8867450000,1.8249633500,1.8863750500,1069090,53656471.8600,6.681813,3.533000
2010-04-07,1.8826755500,1.9196705500,1.8686174500,1.9126415000,1690329,86799982.8900,10.564556,1.392400
2010-04-08,1.9033927500,1.9107917500,1.8423510000,1.8493800500,1328374,67191672.7500,8.302338,-3.307500
2010-04-09,1.8774962500,1.9640645500,1.8626982500,1.9614749000,1565815,81326925.8400,9.786344,6.061200
2010-04-12,1.9688739000,2.0014295000,1.9266996000,1.9777527000,1723063,91657717.8200,10.769144,0.829900
2010-04-13,1.9648044500,1.9881113000,1.7813092500,1.8253333000,1641760,82983292.8700,10.261000,-7.706700
2010-04-14,1.8253333000,1.8479002500,1.7861186000,1.8049860500,915011,44777653.1700,5.718819,-1.114700
2010-04-15,1.8057259500,1.8101653500,1.7206374500,1.7805693500,1635035,78353662.9000,10.218969,-1.352700
2010-04-16,1.7713206000,1.8308825500,1.7387650000,1.8064658500,527752,25724199.6000,3.298450,1.454400
2010-04-19,1.7798294500,1.8460505000,1.7609620000,1.7757600000,980531,47570107.5000,6.128319,-1.699800
2010-04-20,1.7757600000,1.7942575000,1.6692144000,1.7794595000,565705,26605362.3600,3.535656,0.208300
2010-04-21,1.7480137500,1.8752765500,1.7417246000,1.8682475000,763118,37685013.0700,4.769487,4.989600
2010-04-22,1.8464204500,1.9681340000,1.8390214500,1.9022829000,1153856,60017280.7600,7.211600,1.821800
2010-04-23,1.8871149500,1.9144912500,1.8405012500,1.8530795500,799971,40522999.1700,4.999819,-2.586500
2010-04-26,1.8545593500,1.8867450000,1.7968471500,1.7972171000,667705,33017488.1700,4.173156,-3.014600
2010-04-27,1.8134949000,1.9052425000,1.7221172500,1.7461640000,1552076,75046287.1200,9.700475,-2.840700
2010-04-28,1.7461640000,1.7920378000,1.6999202500,1.7461640000,680991,32094967.7100,4.256194,0.000000
2010-04-29,1.7465339500,1.7750201000,1.6895616500,1.6899316000,750934,35353270.4900,4.693338,-3.220300
2010-04-30,1.6899316000,1.6899316000,1.6899316000,1.6899316000,0,0.0000,,0.000000
2010-05-04,1.6499770000,1.6895616500,1.5955943500,1.6755035500,488513,21907162.8300,3.053206,-0.853800
2010-05-05,1.6470174000,1.7417246000,1.6425780000,1.7406147500,400529,18545725.0300,2.503306,3.886100
2010-05-06,1.7383950500,1.7461640000,1.7017700000,1.7017700000,567472,26563647.9600,3.546700,-2.231700
2010-05-07,1.6285199000,1.7195276000,1.6285199000,1.6481272500,477607,21713738.7100,2.985044,-3.152200
2010-05-10,1.6481272500,1.6795730000,1.5167950000,1.5870855000,437476,18640520.1600,2.734225,-3.703700
2010-05-11,1.6092825000,1.6166815000,1.5019970000,1.5056965000,497789,20840948.0800,3.111181,-5.128200
2010-05-12,1.4816497500,1.5323329000,1.4642621000,1.4927482500,367050,14877458.9600,2.294062,-0.860000
2010-05-13,1.4979275500,1.5123556000,1.4243075000,1.4975576000,804000,31887888.9900,5.025000,0.322200
2010-05-14,1.4724010000,1.4968177000,1.4498340500,1.4790601000,485180,19309009.6800,3.032375,-1.235200
2010-05-17,1.4435449000,1.4705512500,1.4087696000,1.4095095000,393986,15419630.9500,2.462413,-4.702400
2010-05-18,1.4235676000,1.4753606000,1.3011141500,1.3873125000,684430,25162370.0400,4.277687,-1.574800
2010-05-19,1.3873265900,1.4582853000,1.3426281900,1.4297900700,794307,20030682.5700,3.309612,3.060800
2010-05-20,1.3968250000,1.4459932400,1.3660948500,1.3733583400,477307,12025753.5300,1.988779,-3.946900
2010-05-21,1.3286599400,1.4079996000,1.2744631300,1.3945900800,782688,18962838.2600,3.261200,1.546000
2010-05-24,1.4079996000,1.4789583100,1.4035297600,1.4644313300,1240640,32385948.0700,5.169333,5.008000
2010-05-25,1.4476694300,1.5219805200,1.4364948300,1.4795170400,1125838,29927035.7100,4.690992,1.030100
2010-05-26,1.4135869000,1.6164058900,1.4085583300,1.5588567000,5204690,139284378.0500,17.348967,5.362500
2010-05-27,1.5253329000,1.5979678000,1.5085710000,1.5767360600,2778163,77021491.6000,9.260543,1.147000
2010-05-28,1.5689138400,1.6365201700,1.5650027300,1.5717074900,2120437,60576203.7300,7.068123,-0.318900
2010-05-31,1.5644440000,1.5918217700,1.5203043300,1.5409773400,1410949,39203889.8600,4.703163,-1.955200
2010-06-01,1.5085710000,1.5644440000,1.4923678300,1.5141583000,1230808,33591932.8100,4.102693,-1.740400
2010-06-02,1.5141583000,1.5471233700,1.4638726000,1.5426535300,1222293,32769727.0000,4.074310,1.881900
2010-06-03,1.5588567000,1.6197582700,1.5404186100,1.5756186000,2141639,61058508.0200,7.138797,2.136900
