date,open,high,low,close,volume,amount,turn,pctChg
2010-01-04,5026.7950,5026.7950,5026.7950,5026.7950,0,0.0000,0.000000,-0.578323
2010-01-05,4994.3250,4994.3250,4994.3250,4994.3250,0,0.0000,0.000000,-0.645933
2010-01-06,4933.0390,4933.0390,4933.0390,4933.0390,0,0.0000,0.000000,-1.227125
2010-01-07,4795.0130,4795.0130,4795.0130,4795.0130,0,0.0000,0.000000,-2.797989
2010-01-08,4850.9650,4850.9650,4850.9650,4850.9650,0,0.0000,0.000000,1.166882
2010-01-11,4790.4530,4790.4530,4790.4530,4790.4530,0,0.0000,0.000000,-1.247426
2010-01-12,4916.6930,4916.6930,4916.6930,4916.6930,0,0.0000,0.000000,2.635247
2010-01-13,4880.3280,4880.3280,4880.3280,4880.3280,0,0.0000,0.000000,-0.739618
2010-01-14,5044.6720,5044.6720,5044.6720,5044.6720,0,0.0000,0.000000,3.367473
2010-01-15,5058.0330,5058.0330,5058.0330,5058.0330,0,0.0000,0.000000,0.264850
2010-01-18,5127.7860,5127.7860,5127.7860,5127.7860,0,0.0000,0.000000,1.379062
2010-01-19,5097.9920,5097.9920,5097.9920,5097.9920,0,0.0000,0.000000,-0.581029
2010-01-20,4907.3730,4907.3730,4907.3730,4907.3730,0,0.0000,0.000000,-3.739112
2010-01-21,4920.0090,4920.0090,4920.0090,4920.0090,0,0.0000,0.000000,0.257495
2010-01-22,4784.8730,4784.8730,4784.8730,4784.8730,0,0.0000,0.000000,-2.746666
2010-01-25,4756.6190,4756.6190,4756.6190,4756.6190,0,0.0000,0.000000,-0.590484
2010-01-26,4650.1280,4650.1280,4650.1280,4650.1280,0,0.0000,0.000000,-2.238780
2010-01-27,4612.9350,4612.9350,4612.9350,4612.9350,0,0.0000,0.000000,-0.799835
2010-01-28,4694.6370,4694.6370,4694.6370,4694.6370,0,0.0000,0.000000,1.771143
2010-01-29,4737.7230,4737.7230,4737.7230,4737.7230,0,0.0000,0.000000,0.917780
2010-02-01,4737.8490,4737.8490,4737.8490,4737.8490,0,0.0000,0.000000,0.002649
2010-02-02,4703.4800,4703.4800,4703.4800,4703.4800,0,0.0000,0.000000,-0.725406
2010-02-03,4750.9920,4750.9920,4750.9920,4750.9920,0,0.0000,0.000000,1.010140
2010-02-04,4765.3750,4765.3750,4765.3750,4765.3750,0,0.0000,0.000000,0.302733
2010-02-05,4668.6580,4668.6580,4668.6580,4668.6580,0,0.0000,0.000000,-2.029564
2010-02-08,4683.3640,4683.3640,4683.3640,4683.3640,0,0.0000,0.000000,0.314995
2010-02-09,4649.0700,4649.0700,4649.0700,4649.0700,0,0.0000,0.000000,-0.732261
2010-02-10,4708.7710,4708.7710,4708.7710,4708.7710,0,0.0000,0.000000,1.284143
2010-02-11,4736.3830,4736.3830,4736.3830,4736.3830,0,0.0000,0.000000,0.586412
2010-02-12,4781.0850,4781.0850,4781.0850,4781.0850,0,0.0000,0.000000,0.943803
2010-02-22,4748.4580,4748.4580,4748.4580,4748.4580,0,0.0000,0.000000,-0.682417
2010-02-23,4744.7430,4744.7430,4744.7430,4744.7430,0,0.0000,0.000000,-0.078243
2010-02-24,4838.0430,4838.0430,4838.0430,4838.0430,0,0.0000,0.000000,1.966383
2010-02-25,4913.5210,4913.5210,4913.5210,4913.5210,0,0.0000,0.000000,1.560084
2010-02-26,4908.8390,4908.8390,4908.8390,4908.8390,0,0.0000,0.000000,-0.095281
2010-03-01,4943.7490,4943.7490,4943.7490,4943.7490,0,0.0000,0.000000,0.711159
2010-03-02,4935.3240,4935.3240,4935.3240,4935.3240,0,0.0000,0.000000,-0.170403
2010-03-03,4979.0180,4979.0180,4979.0180,4979.0180,0,0.0000,0.000000,0.885319
2010-03-04,4805.1910,4805.1910,4805.1910,4805.1910,0,0.0000,0.000000,-3.491174
2010-03-05,4829.9890,4829.9890,4829.9890,4829.9890,0,0.0000,0.000000,0.516054
2010-03-08,4850.1670,4850.1670,4850.1670,4850.1670,0,0.0000,0.000000,0.417770
2010-03-09,4851.7800,4851.7800,4851.7800,4851.7800,0,0.0000,0.000000,0.033262
